발역코드,발역명,착역코드,착역명,거리(km),수도권내,수도권외,공항철도,T2,운임(Card),서울전용정기권,정기권구간
4307,강남,1001,서울역,11.5,11.5,,,0,"1,350",N,9단계
4307,강남,1014,청량리(지상),11.0,11.0,,,0,"1,350",N,9단계
4307,강남,1015,회기,12.4,12.4,,,0,"1,350",N,9단계
4307,강남,1201,중랑,14.2,14.2,,,0,"1,350",N,9단계
4307,강남,1202,상봉,13.8,13.8,,,0,"1,350",N,9단계
4307,강남,1203,망우,14.4,14.4,,,0,"1,350",N,9단계
4307,강남,1204,양원,16.1,16.1,,,0,"1,450",N,9단계
4307,강남,1205,구리,19.3,19.3,,,0,"1,450",N,9단계
4307,강남,1206,도농,21.0,21.0,,,0,"1,550",N,9단계
4307,강남,1207,양정,24.7,24.7,,,0,"1,550",N,9단계
4307,강남,1208,덕소,27.0,27.0,,,0,"1,650",N,9단계
4307,강남,1209,도심,28.5,28.5,,,0,"1,650",N,9단계
4307,강남,1210,팔당,32.7,32.7,,,0,"1,750",N,9단계
4307,강남,1211,운길산,39.1,39.1,,,0,"1,850",N,9단계
4307,강남,1212,양수,41.0,41.0,,,0,"1,950",N,9단계
4307,강남,1213,신원,45.7,45.7,,,0,"2,050",N,9단계
4307,강남,1214,국수,48.6,48.6,,,0,"2,050",N,9단계
4307,강남,1215,아신,52.7,52.7,,,0,"2,150",N,9단계
4307,강남,1216,오빈,55.5,55.5,,,0,"2,150",N,9단계
4307,강남,1217,양평(중앙선),57.7,57.7,,,0,"2,150",N,9단계
4307,강남,1218,원덕,63.5,63.5,,,0,"2,250",N,9단계
4307,강남,1219,용문,68.3,68.3,,,0,"2,350",N,10단계
4307,강남,1220,지평,71.9,71.9,,,0,"2,350",N,10단계
4307,강남,1009,서빙고,9.5,9.5,,,0,"1,250",N,9단계
4307,강남,1010,한남,7.6,7.6,,,0,"1,250",N,9단계
4307,강남,1011,옥수,6.0,6.0,,,0,"1,250",N,9단계
4307,강남,1012,응봉,7.8,7.8,,,0,"1,250",N,9단계
4307,강남,1013,왕십리,8.6,8.6,,,0,"1,250",N,9단계
4307,강남,1016,외대앞,13.2,13.2,,,0,"1,350",N,9단계
4307,강남,1017,신이문,14.0,14.0,,,0,"1,350",N,9단계
4307,강남,1018,석계,15.4,15.4,,,0,"1,450",N,9단계
4307,강남,1019,광운대,16.5,16.5,,,0,"1,450",N,9단계
4307,강남,1020,월계,17.6,17.6,,,0,"1,450",N,9단계
4307,강남,1021,녹천,19.0,19.0,,,0,"1,450",N,9단계
4307,강남,1022,창동,20.0,20.0,,,0,"1,450",N,9단계
4307,강남,1901,방학,21.7,21.7,,,0,"1,550",N,9단계
4307,강남,1902,도봉,23.0,23.0,,,0,"1,550",N,9단계
4307,강남,1903,도봉산,24.2,24.2,,,0,"1,550",N,9단계
4307,강남,1904,망월사,26.5,26.5,,,0,"1,650",N,9단계
4307,강남,1905,회룡,27.9,27.9,,,0,"1,650",N,9단계
4307,강남,1906,의정부,29.5,29.5,,,0,"1,650",N,9단계
4307,강남,1907,가능,30.7,30.7,,,0,"1,750",N,9단계
4307,강남,1908,녹양,32.0,32.0,,,0,"1,750",N,9단계
4307,강남,1909,양주,33.6,33.6,,,0,"1,750",N,9단계
4307,강남,1910,덕계,38.9,38.9,,,0,"1,850",N,9단계
4307,강남,1911,덕정,41.8,41.8,,,0,"1,950",N,9단계
4307,강남,1912,지행,47.4,47.4,,,0,"2,050",N,9단계
4307,강남,1913,동두천중앙,48.4,48.4,,,0,"2,050",N,9단계
4307,강남,1914,보산,49.8,49.8,,,0,"2,050",N,9단계
4307,강남,1915,동두천,51.4,51.4,,,0,"2,150",N,9단계
4307,강남,1916,소요산,53.9,53.9,,,0,"2,150",N,9단계
4307,강남,1847,서울숲,6.4,6.4,,,0,"1,250",N,9단계
4307,강남,1848,압구정로데오,4.5,4.5,,,0,"1,250",N,9단계
4307,강남,1849,강남구청,3.3,3.3,,,0,"1,250",N,9단계
4307,강남,1850,선정릉,2.6,2.6,,,0,"1,250",N,9단계
4307,강남,1854,야탑,17.4,17.4,,,0,"1,450",N,9단계
4307,강남,1860,이매,15.7,15.7,,,0,"1,450",N,9단계
4307,강남,1855,서현,17.1,17.1,,,0,"1,450",N,9단계
4307,강남,1856,수내,18.2,18.2,,,0,"1,450",N,9단계
4307,강남,1857,정자,17.3,17.3,,,0,"1,450",N,9단계
4307,강남,1858,미금,19.1,19.1,,,0,"1,450",N,9단계
4307,강남,1859,오리,20.2,20.2,,,0,"1,550",N,9단계
4307,강남,1862,죽전,22.0,22.0,,,0,"1,550",N,9단계
4307,강남,1861,보정,23.3,23.3,,,0,"1,550",N,9단계
4307,강남,1863,구성,24.9,24.9,,,0,"1,550",N,9단계
4307,강남,1864,신갈,26.5,26.5,,,0,"1,650",N,9단계
4307,강남,1865,기흥,27.9,27.9,,,0,"1,650",N,9단계
4307,강남,1866,상갈,29.8,29.8,,,0,"1,650",N,9단계
4307,강남,1867,청명,32.6,32.6,,,0,"1,750",N,9단계
4307,강남,1868,영통,33.7,33.7,,,0,"1,750",N,9단계
4307,강남,1869,망포,35.2,35.2,,,0,"1,850",N,9단계
4307,강남,1870,매탄권선,37.0,37.0,,,0,"1,850",N,9단계
4307,강남,1949,지축,23.7,23.7,,,0,"1,550",N,9단계
4307,강남,1950,삼송,25.4,25.4,,,0,"1,650",N,9단계
4307,강남,1948,원흥,27.5,27.5,,,0,"1,650",N,9단계
4307,강남,1951,원당,30.4,30.4,,,0,"1,750",N,9단계
4307,강남,1311,신내,16.5,16.5,,,0,"1,450",N,9단계
4307,강남,1312,갈매,19.1,19.1,,,0,"1,450",N,9단계
4307,강남,1313,별내,20.5,20.5,,,0,"1,550",N,9단계
4307,강남,1314,퇴계원,22.1,22.1,,,0,"1,550",N,9단계
4307,강남,1315,사릉,25.4,25.4,,,0,"1,650",N,9단계
4307,강남,1316,금곡,29.0,29.0,,,0,"1,650",N,9단계
4307,강남,1317,평내호평,33.0,33.0,,,0,"1,750",N,9단계
4307,강남,1318,천마산,37.2,37.2,,,0,"1,850",N,9단계
4307,강남,1319,마석,39.4,39.4,,,0,"1,850",N,9단계
4307,강남,1320,대성리,46.8,46.8,,,0,"2,050",N,9단계
4307,강남,1321,청평,54.3,54.3,,,0,"2,150",N,9단계
4307,강남,1322,상천,59.1,59.1,,,0,"2,250",N,9단계
4307,강남,1323,가평,66.2,66.2,,,0,"2,350",N,10단계
4307,강남,1324,굴봉산,70.9,66.2,4.7,,0,"2,550",N,12단계
4307,강남,1325,백양리,73.8,66.2,7.6,,0,"2,550",N,12단계
4307,강남,1326,강촌,79.1,66.2,12.9,,0,"2,750",N,14단계
4307,강남,1327,김유정,86.5,66.2,20.3,,0,"2,950",N,16단계
4307,강남,1328,남춘천,92.4,66.2,26.2,,0,"3,050",N,17단계
4307,강남,1329,춘천,95.1,66.2,28.9,,0,"3,150",N,18단계
4307,강남,1501,판교,14.2,14.2,,,0,"1,350",N,9단계
4307,강남,1502,이매,15.7,15.7,,,0,"1,450",N,9단계
4307,강남,1503,삼동,22.6,22.6,,,0,"1,550",N,9단계
4307,강남,1504,경기광주,27.5,27.5,,,0,"1,650",N,9단계
4307,강남,1505,초월,32.5,32.5,,,0,"1,750",N,9단계
4307,강남,1506,곤지암,37.4,37.4,,,0,"1,850",N,9단계
4307,강남,1507,신둔도예촌,44.3,44.3,,,0,"1,950",N,9단계
4307,강남,1508,이천,51.7,51.7,,,0,"2,150",N,9단계
4307,강남,1509,부발,56.2,56.2,,,0,"2,150",N,9단계
4307,강남,1510,세종대왕릉,63.6,63.6,,,0,"2,250",N,9단계
4307,강남,1511,여주,69.0,69.0,,,0,"2,350",N,10단계
4307,강남,0150,서울역,11.5,11.5,,,0,"1,350",N,9단계
4307,강남,0151,시청,11.4,11.4,,,0,"1,350",N,9단계
4307,강남,0152,종각,11.3,11.3,,,0,"1,350",N,9단계
4307,강남,0153,종로3가,10.5,10.5,,,0,"1,350",N,9단계
4307,강남,0154,종로5가,10.8,10.8,,,0,"1,350",N,9단계
4307,강남,0155,동대문,10.0,10.0,,,0,"1,250",N,9단계
4307,강남,0159,동묘앞,9.7,9.7,,,0,"1,250",N,9단계
4307,강남,0156,신설동,10.4,10.4,,,0,"1,350",N,9단계
4307,강남,0157,제기동,11.3,11.3,,,0,"1,350",N,9단계
4307,강남,0158,청량리(지하),11.0,11.0,,,0,"1,350",N,9단계
4307,강남,0201,시청,11.4,11.4,,,0,"1,350",N,9단계
4307,강남,0202,을지로입구,10.7,10.7,,,0,"1,350",N,9단계
4307,강남,0203,을지로3가,9.9,9.9,,,0,"1,250",N,9단계
4307,강남,0204,을지로4가,10.2,10.2,,,0,"1,350",N,9단계
4307,강남,0205,동대문역사문화공원,9.3,9.3,,,0,"1,250",N,9단계
4307,강남,0206,신당,9.1,9.1,,,0,"1,250",N,9단계
4307,강남,0207,상왕십리,9.4,9.4,,,0,"1,250",N,9단계
4307,강남,0208,왕십리,8.6,8.6,,,0,"1,250",N,9단계
4307,강남,0209,한양대,9.6,9.6,,,0,"1,250",N,9단계
4307,강남,0210,뚝섬,9.4,9.4,,,0,"1,250",N,9단계
4307,강남,0211,성수,8.6,8.6,,,0,"1,250",N,9단계
4307,강남,0212,건대입구,7.4,7.4,,,0,"1,250",N,9단계
4307,강남,0213,구의,9.0,9.0,,,0,"1,250",N,9단계
4307,강남,0240,신촌(지하),15.0,15.0,,,0,"1,350",N,9단계
4307,강남,0241,이대,14.2,14.2,,,0,"1,350",N,9단계
4307,강남,0242,아현,13.3,13.3,,,0,"1,350",N,9단계
4307,강남,0243,충정로,12.5,12.5,,,0,"1,350",N,9단계
4307,강남,0244,용답,10.9,10.9,,,0,"1,350",N,9단계
4307,강남,0245,신답,11.9,11.9,,,0,"1,350",N,9단계
4307,강남,0250,용두,11.6,11.6,,,0,"1,350",N,9단계
4307,강남,0246,신설동,10.4,10.4,,,0,"1,350",N,9단계
4307,강남,0309,지축,23.7,23.7,,,0,"1,550",N,9단계
4307,강남,0310,구파발,22.2,22.2,,,0,"1,550",N,9단계
4307,강남,0311,연신내,20.2,20.2,,,0,"1,550",N,9단계
4307,강남,0312,불광,18.9,18.9,,,0,"1,450",N,9단계
4307,강남,0313,녹번,17.8,17.8,,,0,"1,450",N,9단계
4307,강남,0314,홍제,16.2,16.2,,,0,"1,450",N,9단계
4307,강남,0315,무악재,15.3,15.3,,,0,"1,450",N,9단계
4307,강남,0316,독립문,14.2,14.2,,,0,"1,350",N,9단계
4307,강남,0317,경복궁,12.6,12.6,,,0,"1,350",N,9단계
4307,강남,0318,안국,11.5,11.5,,,0,"1,350",N,9단계
4307,강남,0319,종로3가,10.5,10.5,,,0,"1,350",N,9단계
4307,강남,0320,을지로3가,9.9,9.9,,,0,"1,250",N,9단계
4307,강남,0321,충무로,9.2,9.2,,,0,"1,250",N,9단계
4307,강남,0322,동대입구,8.3,8.3,,,0,"1,250",N,9단계
4307,강남,0323,약수,7.6,7.6,,,0,"1,250",N,9단계
4307,강남,0324,금호,6.8,6.8,,,0,"1,250",N,9단계
4307,강남,0325,옥수,6.0,6.0,,,0,"1,250",N,9단계
4307,강남,0326,압구정,3.9,3.9,,,0,"1,250",N,9단계
4307,강남,0327,신사,2.4,2.4,,,0,"1,250",N,9단계
4307,강남,0328,잠원,3.3,3.3,,,0,"1,250",N,9단계
4307,강남,0405,진접,36.8,36.8,,,0,"1,850",N,9단계
4307,강남,0406,오남,34.7,34.7,,,0,"1,750",N,9단계
4307,강남,0408,별내별가람,27.0,27.0,,,0,"1,650",N,9단계
4307,강남,0409,당고개,22.6,22.6,,,0,"1,550",N,9단계
4307,강남,0410,상계,21.4,21.4,,,0,"1,550",N,9단계
4307,강남,0411,노원,20.4,20.4,,,0,"1,550",N,9단계
4307,강남,0412,창동,20.0,20.0,,,0,"1,450",N,9단계
4307,강남,0413,쌍문,19.4,19.4,,,0,"1,450",N,9단계
4307,강남,0414,수유,17.9,17.9,,,0,"1,450",N,9단계
4307,강남,0415,미아,16.5,16.5,,,0,"1,450",N,9단계
4307,강남,0416,미아삼거리,15.0,15.0,,,0,"1,350",N,9단계
4307,강남,0417,길음,13.7,13.7,,,0,"1,350",N,9단계
4307,강남,0418,성신여대입구,12.3,12.3,,,0,"1,350",N,9단계
4307,강남,0419,한성대입구,12.4,12.4,,,0,"1,350",N,9단계
4307,강남,0420,혜화,11.5,11.5,,,0,"1,350",N,9단계
4307,강남,0421,동대문,10.0,10.0,,,0,"1,250",N,9단계
4307,강남,0422,동대문역사문화공원,9.3,9.3,,,0,"1,250",N,9단계
4307,강남,0423,충무로,9.2,9.2,,,0,"1,250",N,9단계
4307,강남,0424,명동,9.9,9.9,,,0,"1,250",N,9단계
4307,강남,0425,회현,10.6,10.6,,,0,"1,350",N,9단계
4307,강남,0426,서울역,11.5,11.5,,,0,"1,350",N,9단계
4307,강남,2532,충정로,12.5,12.5,,,0,"1,350",N,9단계
4307,강남,2533,서대문,12.8,12.8,,,0,"1,350",N,9단계
4307,강남,2534,광화문,11.7,11.7,,,0,"1,350",N,9단계
4307,강남,2535,종로3가,10.5,10.5,,,0,"1,350",N,9단계
4307,강남,2536,을지로4가,10.2,10.2,,,0,"1,350",N,9단계
4307,강남,2537,동대문역사문화공원,9.3,9.3,,,0,"1,250",N,9단계
4307,강남,2538,청구,8.4,8.4,,,0,"1,250",N,9단계
4307,강남,2539,신금호,9.3,9.3,,,0,"1,250",N,9단계
4307,강남,2540,행당,9.5,9.5,,,0,"1,250",N,9단계
4307,강남,2541,왕십리,8.6,8.6,,,0,"1,250",N,9단계
4307,강남,2542,마장,9.3,9.3,,,0,"1,250",N,9단계
4307,강남,2543,답십리,10.3,10.3,,,0,"1,350",N,9단계
4307,강남,2544,장한평,10.8,10.8,,,0,"1,350",N,9단계
4307,강남,2545,군자,9.3,9.3,,,0,"1,250",N,9단계
4307,강남,2546,아차산,10.3,10.3,,,0,"1,350",N,9단계
4307,강남,2547,광나루,11.8,11.8,,,0,"1,350",N,9단계
4307,강남,2611,응암,20.8,20.8,,,0,"1,550",N,9단계
4307,강남,2612,역촌,19.7,19.7,,,0,"1,450",N,9단계
4307,강남,2613,불광,18.9,18.9,,,0,"1,450",N,9단계
4307,강남,2614,독바위,19.8,19.8,,,0,"1,450",N,9단계
4307,강남,2615,연신내,20.2,20.2,,,0,"1,550",N,9단계
4307,강남,2616,구산,21.1,21.1,,,0,"1,550",N,9단계
4307,강남,2630,녹사평,11.1,11.1,,,0,"1,350",N,9단계
4307,강남,2631,이태원,10.3,10.3,,,0,"1,350",N,9단계
4307,강남,2632,한강진,9.3,9.3,,,0,"1,250",N,9단계
4307,강남,2633,버티고개,8.3,8.3,,,0,"1,250",N,9단계
4307,강남,2634,약수,7.6,7.6,,,0,"1,250",N,9단계
4307,강남,2635,청구,8.4,8.4,,,0,"1,250",N,9단계
4307,강남,2636,신당,9.1,9.1,,,0,"1,250",N,9단계
4307,강남,2637,동묘앞,9.7,9.7,,,0,"1,250",N,9단계
4307,강남,2638,창신,10.6,10.6,,,0,"1,350",N,9단계
4307,강남,2639,보문,11.4,11.4,,,0,"1,350",N,9단계
4307,강남,2640,안암,12.3,12.3,,,0,"1,350",N,9단계
4307,강남,2641,고려대,13.1,13.1,,,0,"1,350",N,9단계
4307,강남,2642,월곡,14.5,14.5,,,0,"1,350",N,9단계
4307,강남,2643,상월곡,15.3,15.3,,,0,"1,450",N,9단계
4307,강남,2644,돌곶이,16.1,16.1,,,0,"1,450",N,9단계
4307,강남,2645,석계,15.4,15.4,,,0,"1,450",N,9단계
4307,강남,2646,태릉입구,16.2,16.2,,,0,"1,450",N,9단계
4307,강남,2647,화랑대,17.1,17.1,,,0,"1,450",N,9단계
4307,강남,2648,봉화산,17.8,17.8,,,0,"1,450",N,9단계
4307,강남,2649,신내,16.5,16.5,,,0,"1,450",N,9단계
4307,강남,2711,장암,25.6,25.6,,,0,"1,650",N,9단계
4307,강남,2712,도봉산,24.2,24.2,,,0,"1,550",N,9단계
4307,강남,2713,수락산,23.0,23.0,,,0,"1,550",N,9단계
4307,강남,2714,마들,21.6,21.6,,,0,"1,550",N,9단계
4307,강남,2715,노원,20.4,20.4,,,0,"1,550",N,9단계
4307,강남,2716,중계,19.3,19.3,,,0,"1,450",N,9단계
4307,강남,2717,하계,18.3,18.3,,,0,"1,450",N,9단계
4307,강남,2718,공릉,17.0,17.0,,,0,"1,450",N,9단계
4307,강남,2719,태릉입구,16.2,16.2,,,0,"1,450",N,9단계
4307,강남,2720,먹골,15.7,15.7,,,0,"1,450",N,9단계
4307,강남,2721,중화,14.8,14.8,,,0,"1,350",N,9단계
4307,강남,2722,상봉,13.8,13.8,,,0,"1,350",N,9단계
4307,강남,2723,면목,13.0,13.0,,,0,"1,350",N,9단계
4307,강남,2724,사가정,12.1,12.1,,,0,"1,350",N,9단계
4307,강남,2725,용마산,11.3,11.3,,,0,"1,350",N,9단계
4307,강남,2726,중곡,10.4,10.4,,,0,"1,350",N,9단계
4307,강남,2727,군자,9.3,9.3,,,0,"1,250",N,9단계
4307,강남,2728,어린이대공원,8.2,8.2,,,0,"1,250",N,9단계
4307,강남,2729,건대입구,7.4,7.4,,,0,"1,250",N,9단계
4307,강남,2730,뚝섬유원지,6.4,6.4,,,0,"1,250",N,9단계
4307,강남,2731,청담,4.4,4.4,,,0,"1,250",N,9단계
4307,강남,2732,강남구청,3.3,3.3,,,0,"1,250",N,9단계
4307,강남,2733,학동,2.7,2.7,,,0,"1,250",N,9단계
4307,강남,2734,논현,1.7,1.7,,,0,"1,250",N,9단계
4307,강남,2735,반포,2.6,2.6,,,0,"1,250",N,9단계
4307,강남,4124,사평,1.8,1.8,,,0,"1,250",N,9단계
4307,강남,4125,신논현,0.9,0.9,,,0,"1,250",N,9단계
4307,강남,4126,언주,1.7,1.7,,,0,"1,250",N,9단계
4307,강남,4127,선정릉,2.6,2.6,,,0,"1,250",N,9단계
4307,강남,4128,삼성중앙,3.4,3.4,,,0,"1,250",N,9단계
4307,강남,4129,봉은사,4.2,4.2,,,0,"1,250",N,9단계
4307,강남,4201,서울역,11.5,11.5,,,0,"1,350",N,9단계
4307,강남,1291,서울역,11.5,11.5,,,0,"1,350",N,9단계
4307,강남,4309,양재시민의숲,3.1,3.1,,,0,"1,250",N,9단계
4307,강남,4310,청계산입구,6.0,6.0,,,0,"1,250",N,9단계
4307,강남,4311,판교,14.2,14.2,,,0,"1,350",N,9단계
4307,강남,4312,정자,17.3,17.3,,,0,"1,450",N,9단계
4307,강남,4501,기흥,27.9,27.9,,,0,"1,650",N,9단계
4307,강남,4502,강남대,28.9,28.9,,,0,"1,650",N,9단계
4307,강남,4503,지석,30.0,30.0,,,0,"1,650",N,9단계
4307,강남,4504,어정,30.9,30.9,,,0,"1,750",N,9단계
4307,강남,4505,동백,32.1,32.1,,,0,"1,750",N,9단계
4307,강남,4506,초당,33.2,33.2,,,0,"1,750",N,9단계
4307,강남,4508,삼가,35.8,35.8,,,0,"1,850",N,9단계
4307,강남,4509,시청.용인대,36.8,36.8,,,0,"1,850",N,9단계
4307,강남,4510,명지대,37.8,37.8,,,0,"1,850",N,9단계
4307,강남,4511,김량장,38.6,38.6,,,0,"1,850",N,9단계
4307,강남,4512,운동장.송담대,39.6,39.6,,,0,"1,850",N,9단계
4307,강남,4513,고진,40.5,40.5,,,0,"1,950",N,9단계
4307,강남,4514,보평,42.3,42.3,,,0,"1,950",N,9단계
4307,강남,4515,둔전,43.3,43.3,,,0,"1,950",N,9단계
4307,강남,4517,전대.에버랜드,45.9,45.9,,,0,"2,050",N,9단계
4307,강남,4601,발곡,28.7,28.7,,,0,"1,650",N,9단계
4307,강남,4602,회룡,27.9,27.9,,,0,"1,650",N,9단계
4307,강남,4603,범골,28.6,28.6,,,0,"1,650",N,9단계
4307,강남,4604,경전철의정부,29.5,29.5,,,0,"1,650",N,9단계
4307,강남,4605,의정부시청,30.4,30.4,,,0,"1,750",N,9단계
4307,강남,4606,흥선,31.0,31.0,,,0,"1,750",N,9단계
4307,강남,4607,의정부중앙,32.1,32.1,,,0,"1,750",N,9단계
4307,강남,4608,동오,32.8,32.8,,,0,"1,750",N,9단계
4307,강남,4609,새말,33.6,33.6,,,0,"1,750",N,9단계
4307,강남,4610,경기도청북부청사,34.3,34.3,,,0,"1,750",N,9단계
4307,강남,4611,효자,34.9,34.9,,,0,"1,750",N,9단계
4307,강남,4612,곤제,35.7,35.7,,,0,"1,850",N,9단계
4307,강남,4613,어룡,36.6,36.6,,,0,"1,850",N,9단계
4307,강남,4614,송산,37.2,37.2,,,0,"1,850",N,9단계
4307,강남,4615,탑석,37.7,37.7,,,0,"1,850",N,9단계
4307,강남,4313,미금,19.1,19.1,,,0,"1,450",N,9단계
4307,강남,4314,동천,20.8,20.8,,,0,"1,550",N,9단계
4307,강남,4315,수지구청,22.9,22.9,,,0,"1,550",N,9단계
4307,강남,4316,성복,24.6,24.6,,,0,"1,550",N,9단계
4307,강남,4317,상현,26.7,26.7,,,0,"1,650",N,9단계
4307,강남,4318,광교중앙(아주대),29.1,29.1,,,0,"1,650",N,9단계
4307,강남,4319,광교(경기대),31.1,31.1,,,0,"1,750",N,9단계
4307,강남,4701,북한산우이,21.4,21.4,,,0,"1,550",N,9단계
4307,강남,4702,솔밭공원,20.6,20.6,,,0,"1,550",N,9단계
4307,강남,4703,4.19민주묘지,19.9,19.9,,,0,"1,450",N,9단계
4307,강남,4704,가오리,19.0,19.0,,,0,"1,450",N,9단계
4307,강남,4705,화계,18.2,18.2,,,0,"1,450",N,9단계
4307,강남,4706,삼양,17.4,17.4,,,0,"1,450",N,9단계
4307,강남,4707,삼양사거리,16.7,16.7,,,0,"1,450",N,9단계
4307,강남,4708,솔샘,15.9,15.9,,,0,"1,450",N,9단계
4307,강남,4709,북한산보국문,14.7,14.7,,,0,"1,350",N,9단계
4307,강남,4710,정릉,13.5,13.5,,,0,"1,350",N,9단계
4307,강남,4711,성신여대입구,12.3,12.3,,,0,"1,350",N,9단계
4307,강남,4712,보문,11.4,11.4,,,0,"1,350",N,9단계
4307,강남,4713,신설동,10.4,10.4,,,0,"1,350",N,9단계
4307,강남,4304,신사,2.4,2.4,,,0,"1,250",N,9단계
4307,강남,4305,논현,1.7,1.7,,,0,"1,250",N,9단계
4307,강남,4306,신논현,0.9,0.9,,,0,"1,250",N,9단계
4308,양재,1001,서울역,13.0,13.0,,,0,"1,350",N,9단계
4308,양재,1014,청량리(지상),12.5,12.5,,,0,"1,350",N,9단계
4308,양재,1015,회기,13.9,13.9,,,0,"1,350",N,9단계
4308,양재,1201,중랑,15.7,15.7,,,0,"1,450",N,9단계
4308,양재,1202,상봉,15.3,15.3,,,0,"1,450",N,9단계
4308,양재,1203,망우,15.9,15.9,,,0,"1,450",N,9단계
4308,양재,1204,양원,17.6,17.6,,,0,"1,450",N,9단계
4308,양재,1205,구리,20.8,20.8,,,0,"1,550",N,9단계
4308,양재,1206,도농,22.5,22.5,,,0,"1,550",N,9단계
4308,양재,1207,양정,26.2,26.2,,,0,"1,650",N,9단계
4308,양재,1208,덕소,28.5,28.5,,,0,"1,650",N,9단계
4308,양재,1209,도심,30.0,30.0,,,0,"1,650",N,9단계
4308,양재,1210,팔당,34.2,34.2,,,0,"1,750",N,9단계
4308,양재,1211,운길산,40.6,40.6,,,0,"1,950",N,9단계
4308,양재,1212,양수,42.5,42.5,,,0,"1,950",N,9단계
4308,양재,1213,신원,47.2,47.2,,,0,"2,050",N,9단계
4308,양재,1214,국수,50.1,50.1,,,0,"2,150",N,9단계
4308,양재,1215,아신,54.2,54.2,,,0,"2,150",N,9단계
4308,양재,1216,오빈,57.0,57.0,,,0,"2,150",N,9단계
4308,양재,1217,양평(중앙선),59.2,59.2,,,0,"2,250",N,9단계
4308,양재,1218,원덕,65.0,65.0,,,0,"2,250",N,9단계
4308,양재,1219,용문,69.8,69.8,,,0,"2,350",N,10단계
4308,양재,1220,지평,73.4,73.4,,,0,"2,350",N,10단계
4308,양재,1009,서빙고,11.0,11.0,,,0,"1,350",N,9단계
4308,양재,1010,한남,9.1,9.1,,,0,"1,250",N,9단계
4308,양재,1011,옥수,7.5,7.5,,,0,"1,250",N,9단계
4308,양재,1012,응봉,9.3,9.3,,,0,"1,250",N,9단계
4308,양재,1013,왕십리,10.1,10.1,,,0,"1,350",N,9단계
4308,양재,1016,외대앞,14.7,14.7,,,0,"1,350",N,9단계
4308,양재,1017,신이문,15.5,15.5,,,0,"1,450",N,9단계
4308,양재,1018,석계,16.9,16.9,,,0,"1,450",N,9단계
4308,양재,1019,광운대,18.0,18.0,,,0,"1,450",N,9단계
4308,양재,1020,월계,19.1,19.1,,,0,"1,450",N,9단계
4308,양재,1021,녹천,20.5,20.5,,,0,"1,550",N,9단계
4308,양재,1022,창동,21.5,21.5,,,0,"1,550",N,9단계
4308,양재,1901,방학,23.2,23.2,,,0,"1,550",N,9단계
4308,양재,1902,도봉,24.5,24.5,,,0,"1,550",N,9단계
4308,양재,1903,도봉산,25.7,25.7,,,0,"1,650",N,9단계
4308,양재,1904,망월사,28.0,28.0,,,0,"1,650",N,9단계
4308,양재,1905,회룡,29.4,29.4,,,0,"1,650",N,9단계
4308,양재,1906,의정부,31.0,31.0,,,0,"1,750",N,9단계
4308,양재,1907,가능,32.2,32.2,,,0,"1,750",N,9단계
4308,양재,1908,녹양,33.5,33.5,,,0,"1,750",N,9단계
4308,양재,1909,양주,35.1,35.1,,,0,"1,850",N,9단계
4308,양재,1910,덕계,40.4,40.4,,,0,"1,950",N,9단계
4308,양재,1911,덕정,43.3,43.3,,,0,"1,950",N,9단계
4308,양재,1912,지행,48.9,48.9,,,0,"2,050",N,9단계
4308,양재,1913,동두천중앙,49.9,49.9,,,0,"2,050",N,9단계
4308,양재,1914,보산,51.3,51.3,,,0,"2,150",N,9단계
4308,양재,1915,동두천,52.9,52.9,,,0,"2,150",N,9단계
4308,양재,1916,소요산,55.4,55.4,,,0,"2,150",N,9단계
4308,양재,1847,서울숲,7.9,7.9,,,0,"1,250",N,9단계
4308,양재,1848,압구정로데오,6.0,6.0,,,0,"1,250",N,9단계
4308,양재,1849,강남구청,4.8,4.8,,,0,"1,250",N,9단계
4308,양재,1850,선정릉,4.1,4.1,,,0,"1,250",N,9단계
4308,양재,1854,야탑,15.9,15.9,,,0,"1,450",N,9단계
4308,양재,1860,이매,14.2,14.2,,,0,"1,350",N,9단계
4308,양재,1855,서현,15.6,15.6,,,0,"1,450",N,9단계
4308,양재,1856,수내,16.7,16.7,,,0,"1,450",N,9단계
4308,양재,1857,정자,15.8,15.8,,,0,"1,450",N,9단계
4308,양재,1858,미금,17.6,17.6,,,0,"1,450",N,9단계
4308,양재,1859,오리,18.7,18.7,,,0,"1,450",N,9단계
4308,양재,1862,죽전,20.5,20.5,,,0,"1,550",N,9단계
4308,양재,1861,보정,21.8,21.8,,,0,"1,550",N,9단계
4308,양재,1863,구성,23.4,23.4,,,0,"1,550",N,9단계
4308,양재,1864,신갈,25.0,25.0,,,0,"1,550",N,9단계
4308,양재,1865,기흥,26.4,26.4,,,0,"1,650",N,9단계
4308,양재,1866,상갈,28.3,28.3,,,0,"1,650",N,9단계
4308,양재,1867,청명,31.1,31.1,,,0,"1,750",N,9단계
4308,양재,1868,영통,32.2,32.2,,,0,"1,750",N,9단계
4308,양재,1869,망포,33.7,33.7,,,0,"1,750",N,9단계
4308,양재,1870,매탄권선,35.5,35.5,,,0,"1,850",N,9단계
4308,양재,1871,수원시청,36.9,36.9,,,0,"1,850",N,9단계
4308,양재,1949,지축,25.2,25.2,,,0,"1,650",N,9단계
4308,양재,1950,삼송,26.9,26.9,,,0,"1,650",N,9단계
